sample1,path1,sample2,path2
SRR11262033,https://raw.githubusercontent.com/NorwegianVeterinaryInstitute/DPI/main/assets/data/assemblies/SRR11262033.fasta,SRR11262179,https://raw.githubusercontent.com/NorwegianVeterinaryInstitute/DPI/main/assets/data/assemblies/SRR11262179.fasta
